Unique ID,Instrument name,Type,Status,Jurisdiction,Region,Income group,Year,Emission_Coverage_%,Carbon_Price_USD,Revenue_Million_USD,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh - equivalent),Hydro per capita (kWh - equivalent),Wind per capita (kWh - equivalent),Solar per capita (kWh - equivalent),Other renewables per capita (kWh - equivalent),Total_Energy_per_capita,Fossil_Fuel_Dependency_%,Population,Population_Log,Annual_CO2_emissions,GDP
Tax_CA_PE,Prince Edward Island carbon tax,Carbon tax,Abolished,Prince Edward Island,North America,High income,2004,0.0,,,10887.799,39863.492,27330.361,7570.0605,28540.062,79.700035,1.2029356,953.5198,115226.1972706,67.7638018519618,32132680.0,17.285384169876725,576286400.0,1563927000000.0
ETS_CA_Quebec,Quebec CaT,ETS,Implemented,Quebec,North America,High income,2004,0.0,,,10887.799,39863.492,27330.361,7570.0605,28540.062,79.700035,1.2029356,953.5198,115226.1972706,67.7638018519618,32132680.0,17.285384169876725,576286400.0,1563927000000.0
ETS_RGGI,RGGI,ETS,Implemented,RGGI,North America,High income,2004,0.0,,,21363.648,38251.24,20650.824,7682.75,2430.2039,132.23672,6.4619083,767.8956,91285.2601283,87.92844747025731,292786248.0,19.494953375150782,6111545000.0,16889806000000.0
ETS_JP_Saitama,Saitama ETS,ETS,Implemented,Saitama,East Asia & Pacific,High income,2004,0.0,,,9968.273,23849.357,6306.2686,6061.0947,1943.5791,30.531752,26.961702,441.3935,48627.459354000006,82.51284178329065,127815769.0,18.6661004882262,1279121500.0,5612612000000.0
ETS_CA_SK,Saskatchewan OBPS,ETS,Abolished,Saskatchewan,North America,High income,2004,0.0,,,10887.799,39863.492,27330.361,7570.0605,28540.062,79.700035,1.2029356,953.5198,115226.1972706,67.7638018519618,32132680.0,17.285384169876725,576286400.0,1563927000000.0
ETS_CN_Shanghai,Shanghai pilot ETS,ETS,Implemented,Shanghai,East Asia & Pacific,Upper middle income,2004,0.0,,,10103.123,2901.291,307.0729,105.03981,735.8219,2.6594055,0.1581768,6.0671215,14161.233313800001,93.9994886393692,1302100316.0,20.98724442615181,5210961400.0,8606801000000.0
ETS_CN_Shenzhen,Shenzhen pilot ETS,ETS,Implemented,Shenzhen,East Asia & Pacific,Upper middle income,2004,0.0,,,10103.123,2901.291,307.0729,105.03981,735.8219,2.6594055,0.1581768,6.0671215,14161.233313800001,93.9994886393692,1302100316.0,20.98724442615181,5210961400.0,8606801000000.0
Tax_SG,Singapore carbon tax,Carbon tax,Implemented,Singapore,East Asia & Pacific,High income,2004,0.0,,,19.27293,107851.42,14827.646,0.0,0.0,0.0,0.0,358.72482,123057.06375,99.70848904640795,4172767.0,15.244090162533356,41000000.0,215924546875.0
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2004,0.0003033056409881,0.0,70.5744,8823.57,14958.697,5241.966,7420.9595,5566.739,0.0,0.0,189.6744,42201.6059,68.77518611205267,1993548.0,14.50542702538609,16710709.0,58276855468.0
Tax_ZA,South Africa carbon tax,Carbon tax,Implemented,South Africa,Sub-Saharan Africa,Upper middle income,2004,0.0,,,20597.623,6076.419,496.87924,739.30994,52.547173,0.66379637,0.8574036,24.360134,27988.659686969997,97.07832223437734,48991420.0,17.707155759113668,449321630.0,645257500000.0
Tax_ES,Spain carbon tax,Carbon tax,Implemented,Spain,Europe & Central Asia,High income,2004,0.0,,,5662.134,20441.318,6769.833,3986.949,1985.5138,984.1068,3.51019,240.69286,40074.05765,82.03133630018121,43234562.0,17.582150802773835,352139300.0,1469505000000.0
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2004,0.0007615692839409,120.5298013,3501.821795,3894.3242,22691.117,1024.2958,23403.943,18256.47,256.1233,0.60264313,2502.0696,72028.94554313,38.33144688126476,8993805.0,16.012046676144642,56427524.0,433580593750.0
Tax_CH,Switzerland carbon tax,Carbon tax,Implemented,Switzerland,Europe & Central Asia,High income,2004,0.0,,,203.88889,20265.467,4269.253,9824.883,12387.005,2.2020223,6.6060658,410.5051,47369.810078099996,52.22442067893608,7384196.0,15.814852734115547,45231136.0,388577718750.0
ETS_CH,Switzerland ETS,ETS,Implemented,Switzerland,Europe & Central Asia,High income,2004,0.0,,,203.88889,20265.467,4269.253,9824.883,12387.005,2.2020223,6.6060658,410.5051,47369.810078099996,52.22442067893608,7384196.0,15.814852734115547,45231136.0,388577718750.0
Tax_MX_TA,Tamaulipas carbon tax,Carbon tax,Implemented,Tamaulipas,Latin America & Caribbean,Upper middle income,2004,0.0,,,1012.6977,10907.275,4600.059,238.67065,653.5685,0.51919144,0.23363616,217.38034,17630.404017599998,93.70194627138697,104394131.0,18.463684024936594,438588450.0,1800346625000.0
ETS_CN_Tianjin,Tianjin pilot ETS,ETS,Implemented,Tianjin,East Asia & Pacific,Upper middle income,2004,0.0,,,10103.123,2901.291,307.0729,105.03981,735.8219,2.6594055,0.1581768,6.0671215,14161.233313800001,93.9994886393692,1302100316.0,20.98724442615181,5210961400.0,8606801000000.0
ETS_JP_Tokyo,Tokyo CaT,ETS,Implemented,Tokyo,East Asia & Pacific,High income,2004,0.0,,,9968.273,23849.357,6306.2686,6061.0947,1943.5791,30.531752,26.961702,441.3935,48627.459354000006,82.51284178329065,127815769.0,18.6661004882262,1279121500.0,5612612000000.0
Tax_UA,Ukraine carbon tax,Carbon tax,Implemented,Ukraine,Europe & Central Asia,Upper middle income,2004,0.0,,,8938.194,3459.61,14932.066,4915.2656,663.845,1.8639396,0.0,0.0,32910.8445396,83.04214122222027,47979502.0,17.686284456839473,310625760.0,370034593750.0
Tax_UK,UK Carbon Price Support,Carbon tax,Implemented,United Kingdom,Europe & Central Asia,High income,2004,0.0,,,7188.067,16184.384,16949.97,3603.1226,218.19225,87.33166,0.18015815,382.45306,44613.700728150005,90.38125136872512,60169964.0,17.91268386551114,573429760.0,2803333750000.0
ETS_UK,UK ETS,ETS,Implemented,United Kingdom,Europe & Central Asia,High income,2004,0.0,,,7188.067,16184.384,16949.97,3603.1226,218.19225,87.33166,0.18015815,382.45306,44613.700728150005,90.38125136872512,60169964.0,17.91268386551114,573429760.0,2803333750000.0
Tax_UY,Uruguay CO2 tax,Carbon tax,Implemented,Uruguay,Latin America & Caribbean,High income,2004,0.0,,,639.30707,5952.448,2892.8274,144.09209,4186.312,1.4244665,0.059517037,137.91771,13954.388253537001,67.96845764697679,3283157.0,15.004316322039049,5574142.0,39153402343.0
ETS_US_Washington,Washington CCA,ETS,Implemented,Washington,North America,High income,2004,0.0,,,21363.648,38251.24,20650.824,7682.75,2430.2039,132.23672,6.4619083,767.8956,91285.2601283,87.92844747025731,292786248.0,19.494953375150782,6111545000.0,16889806000000.0
Tax_MX_ZA,Zacatecas carbon tax,Carbon tax,Implemented,Zacatecas,Latin America & Caribbean,Upper middle income,2004,0.0,,,1012.6977,10907.275,4600.059,238.67065,653.5685,0.51919144,0.23363616,217.38034,17630.404017599998,93.70194627138697,104394131.0,18.463684024936594,438588450.0,1800346625000.0
Tax_AL,Albania carbon tax,Carbon tax,Implemented,Albania,Europe & Central Asia,Upper middle income,2005,0.0,,,7381.3237,14724.64,13930.631,4617.953,2584.4673,262.4495,5.5462184,338.75055,43845.7612684,82.18946064000005,3076156.0,14.939191648617253,4261413.0,23204701171.0
Tax_CA_Alberta,Alberta carbon tax,Carbon tax,Abolished,Alberta,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_CA_Alberta,Alberta TIER,ETS,Implemented,Alberta,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
Tax_AR,Argentina carbon tax,Carbon tax,Implemented,Argentina,Latin America & Caribbean,Upper middle income,2005,0.0,,,279.5141,6949.1636,10018.414,471.11987,2345.395,4.916129,0.0055522635,73.03153,20141.559781263502,85.62937472222953,39216786.0,17.484615452888118,161727950.0,612646375000.0
ETS_AU1,Australia CPM,ETS,Abolished,Australia,East Asia & Pacific,High income,2005,0.0,,,31448.057,23587.777,11460.737,0.0,2048.559,172.06984,11.133113,596.06696,69324.39991299999,95.92087502156697,20294490.0,16.82586002787164,385081500.0,1026168562500.0
ETS_AU2,Australia Safeguard Mechanism,ETS,Implemented,Australia,East Asia & Pacific,High income,2005,0.0,,,31448.057,23587.777,11460.737,0.0,2048.559,172.06984,11.133113,596.06696,69324.39991299999,95.92087502156697,20294490.0,16.82586002787164,385081500.0,1026168562500.0
ETS_AT,Austria ETS,ETS,Implemented,Austria,Europe & Central Asia,High income,2005,0.0,,,5678.6216,20748.207,11577.92,0.0,12117.589,434.87814,6.865914,926.6323,51490.713954,73.80893695502476,8229204.0,15.923199970174503,79095480.0,388584093750.0
Tax_MX_BC,Baja California carbon tax,Carbon tax,Abolished,Baja California,Latin America & Caribbean,Upper middle income,2005,0.0,,,1261.0115,11594.16,4981.7207,274.50177,703.9665,0.4827005,0.2286476,240.33064,19056.4024581,93.60052213012725,105811504.0,18.477169814387544,463435520.0,1914349125000.0
ETS_CN_Beijing,Beijing pilot ETS,ETS,Implemented,Beijing,East Asia & Pacific,Upper middle income,2005,0.0,,,11759.38,2930.0823,358.5812,108.936424,814.6778,3.993311,0.17236777,12.695348,15988.518750769997,94.1178087512034,1310027135.0,20.993313688448747,5881990700.0,9837373000000.0
Tax_CA_BC,BC carbon tax,Carbon tax,Abolished,British Columbia,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_CA_BC,BC OBPS,ETS,Implemented,British Columbia,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_US_California,California CaT,ETS,Implemented,California,North America,High income,2005,0.0,,,21462.967,37929.918,20127.137,7482.6743,2421.9248,163.53976,6.8077793,767.1835,90362.15213929999,88.0014697717845,295716666.0,19.504912347792956,6126903300.0,17486326000000.0
Tax_CA,Canada federal fuel charge,Carbon tax,Abolished,Canada,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_CA,Canada federal OBPS,ETS,Implemented,Canada,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
Tax_CL,Chile carbon tax,Carbon tax,Implemented,Chile,Latin America & Caribbean,High income,2005,0.0,,,1961.621,9493.791,5570.9097,0.0,4205.289,1.1509852,0.0,342.1509,21574.912585200003,78.91722217998579,16348780.0,16.609663895953133,61116456.0,261800000000.0
ETS_CN,China national ETS,ETS,Implemented,China,East Asia & Pacific,Upper middle income,2005,0.0,,,11759.38,2930.0823,358.5812,108.936424,814.6778,3.993311,0.17236777,12.695348,15988.518750769997,94.1178087512034,1310027135.0,20.993313688448747,5881990700.0,9837373000000.0
ETS_CN_Chongqing,Chongqing pilot ETS,ETS,Implemented,Chongqing,East Asia & Pacific,Upper middle income,2005,0.0,,,11759.38,2930.0823,358.5812,108.936424,814.6778,3.993311,0.17236777,12.695348,15988.518750769997,94.1178087512034,1310027135.0,20.993313688448747,5881990700.0,9837373000000.0
Tax_CO,Colombia carbon tax,Carbon tax,Implemented,Colombia,Latin America & Caribbean,Upper middle income,2005,0.0,,,369.39758,3323.9194,1530.1449,0.0,2502.612,3.157227,0.6081714,37.31102,7767.1502984,67.25068627905927,42128978.0,17.556246399149316,60256470.0,404037281250.0
Tax_DK,Denmark carbon tax,Carbon tax,Implemented,Denmark,Europe & Central Asia,High income,2005,0.0007219473166968,,831.0361602,7943.855,20189.326,9595.922,0.0,11.160313,3280.6357,1.0719411,1830.3234,42852.294354100006,88.04453429782383,5419550.0,15.505523528655884,51534924.0,260804718750.0
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2005,4.91130465108354e-05,0.0,9.6696,28112.617,12364.744,6864.428,0.0,42.65847,106.94379,0.0,76.11561,47567.50687,99.52547887233847,1354847.0,14.119199828881843,17089780.0,30599849609.0
ETS_EU,EU ETS,ETS,Implemented,EU,Europe & Central Asia,High income,2005,0.0512351973051178,19.04973,,7485.7383,17488.74,9634.849,5668.7266,1901.7678,421.25012,9.134224,480.93524,43091.141284000005,80.31657150109099,,,3734891500.0,16081456746091.0
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2005,0.0006908831137657,23.390995,540.2889,10516.216,24147.219,7897.328,11924.423,7063.136,87.080925,1.3481654,5666.266,67303.0170904,63.237526102036824,5246078.0,15.472991498388211,57064000.0,236809765625.0
Tax_FR,France carbon tax,Carbon tax,Implemented,France,Europe & Central Asia,High income,2005,0.0,,,2640.515,17921.602,7742.4014,19696.34,2245.631,41.963814,0.45805818,196.34879,50485.260062179994,56.064915512248206,61625031.0,17.93657870959677,416342900.0,2593610250000.0
ETS_CN_Fujian,Fujian pilot ETS,ETS,Implemented,Fujian,East Asia & Pacific,Upper middle income,2005,0.0,,,11759.38,2930.0823,358.5812,108.936424,814.6778,3.993311,0.17236777,12.695348,15988.518750769997,94.1178087512034,1310027135.0,20.993313688448747,5881990700.0,9837373000000.0
ETS_DE,Germany ETS,ETS,Implemented,Germany,Europe & Central Asia,High income,2005,0.0,,,11522.546,17795.44,11003.613,5341.796,643.4177,909.98486,42.855194,560.1762,47819.828954,84.31983108678017,82046733.0,18.22279956971118,867880500.0,3833261500000.0
ETS_CN_Guangdong,Guangdong pilot ETS,ETS,Implemented,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,2005,0.0,,,11759.38,2930.0823,358.5812,108.936424,814.6778,3.993311,0.17236777,12.695348,15988.518750769997,94.1178087512034,1310027135.0,20.993313688448747,5881990700.0,9837373000000.0
ETS_CN_Hubei,Hubei pilot ETS,ETS,Implemented,Hubei,East Asia & Pacific,Upper middle income,2005,0.0,,,11759.38,2930.0823,358.5812,108.936424,814.6778,3.993311,0.17236777,12.695348,15988.518750769997,94.1178087512034,1310027135.0,20.993313688448747,5881990700.0,9837373000000.0
Tax_IS,Iceland carbon tax,Carbon tax,Implemented,Iceland,Europe & Central Asia,High income,2005,0.0,,,3930.129,33988.43,0.0,0.0,63527.6,0.0,0.0,17464.824,118910.98300000001,31.88818899932902,296852.0,12.600992345761954,2976360.0,14589430664.0
ETS_ID,Indonesia ETS,ETS,Implemented,Indonesia,East Asia & Pacific,Upper middle income,2005,0.0,,,1229.0356,3119.8933,1576.3549,0.0,124.87737,0.0,0.0,89.53838,6139.69955,96.50771591909574,230871648.0,19.257372482030753,347361280.0,1108147375000.0
Tax_IE,Ireland carbon tax,Carbon tax,Implemented,Ireland,Europe & Central Asia,High income,2005,0.0,,,7408.547,26841.746,9731.589,0.0,408.38022,719.456,0.0,97.98178,45207.7,97.28847519338521,4155283.0,15.239891335319712,48152990.0,257935875000.0
Tax_IL,Israel carbon tax,Carbon tax,Implemented,Israel,Middle East & North Africa,High income,2005,0.0,,,13723.864,20280.88,2313.3745,0.0,11.187046,4.394911,0.0,0.0,36333.700457,99.95711431314726,6728212.0,15.72182013887339,56527670.0,237829875000.0
Tax_JP,Japan carbon tax,Carbon tax,Implemented,Japan,East Asia & Pacific,High income,2005,0.0,,,10435.302,24130.68,6467.5015,6158.365,1629.9994,40.139744,34.257244,529.8021,49426.046988,83.01995810015394,127913331.0,18.666863498802392,1286412300.0,5747211000000.0
ETS_KZ,Kazakhstan ETS,ETS,Implemented,Kazakhstan,Europe & Central Asia,Upper middle income,2005,0.0,,,19580.979,6817.9434,3794.3938,0.0,1322.5227,0.0,0.0,0.0,31515.838900000002,95.80362526856298,15968118.0,16.586104729910424,198448540.0,196292265625.0
ETS_KR,Korea ETS,ETS,Implemented,"Korea, Rep.",East Asia & Pacific,High income,2005,0.0,,,13637.794,26273.957,6639.8086,8245.636,206.35573,7.2967453,0.80889565,16.967398,55028.62436895,84.59517230139375,47851646.0,17.683616095333576,498688300.0,1796968500000.0
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,2005,5.65278403147352e-06,0.0,0.0,420.06985,9160.582,7183.2666,0.0,3991.835,56.408974,0.0,58.59932,20870.761744000003,80.32250406394175,2239787.0,14.621891776495161,7810764.0,40678000000.0
Tax_LI,Liechtenstein carbon tax,Carbon tax,Implemented,Liechtenstein,Europe & Central Asia,High income,2005,0.0,,,7381.3237,14724.64,13930.631,4617.953,2584.4673,262.4495,5.5462184,338.75055,43845.7612684,82.18946064000005,34713.0,10.454898342780828,228962.0,
Tax_LU,Luxembourg carbon tax,Carbon tax,Implemented,Luxembourg,Europe & Central Asia,High income,2005,0.0,,,1939.2954,80273.195,29396.127,0.0,536.8557,301.8243,102.23127,309.98923,112859.51790000002,98.89163047718459,465369.0,13.050588067093663,12075892.0,33470898437.0
ETS_US_MA,Massachusetts ETS,ETS,Implemented,Massachusetts,North America,High income,2005,0.0,,,21462.967,37929.918,20127.137,7482.6743,2421.9248,163.53976,6.8077793,767.1835,90362.15213929999,88.0014697717845,295716666.0,19.504912347792956,6126903300.0,17486326000000.0
Tax_MX,Mexico carbon tax,Carbon tax,Implemented,Mexico,Latin America & Caribbean,Upper middle income,2005,0.0,,,1261.0115,11594.16,4981.7207,274.50177,703.9665,0.4827005,0.2286476,240.33064,19056.4024581,93.60052213012725,105811504.0,18.477169814387544,463435520.0,1914349125000.0
ETS_MX,Mexico ETS,ETS,Implemented,Mexico,Latin America & Caribbean,Upper middle income,2005,0.0,,,1261.0115,11594.16,4981.7207,274.50177,703.9665,0.4827005,0.2286476,240.33064,19056.4024581,93.60052213012725,105811504.0,18.477169814387544,463435520.0,1914349125000.0
ETS_MO,Montenegro ETS,ETS,Implemented,Montenegro,Europe & Central Asia,Upper middle income,2005,0.0,,,7381.3237,14724.64,13930.631,4617.953,2584.4673,262.4495,5.5462184,338.75055,43845.7612684,82.18946064000005,634059.0,13.359898866165517,1934177.0,6952365722.0
Tax_NL,Netherlands carbon tax,Carbon tax,Implemented,Netherlands,Europe & Central Asia,High income,2005,0.0,,,5718.9565,34582.355,25176.906,652.62,14.366776,337.456,5.583288,1001.4601,67489.70366399999,97.01956586738883,16465707.0,16.61679047317179,178129760.0,905063250000.0
Tax_CA_NB,New Brunswick carbon tax,Carbon tax,Abolished,New Brunswick,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_CA_NB,New Brunswick OBPS,ETS,Implemented,New Brunswick,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_NZ,New Zealand ETS,ETS,Implemented,New Zealand,East Asia & Pacific,High income,2005,0.0,,,6391.163,20662.504,9087.358,0.0,15165.283,399.41333,0.0,2877.5256,54583.24693000001,66.2126696976251,4135002.0,15.234998611953571,37401250.0,146353375000.0
Tax_CA_NL,Newfoundland and Labrador carbon tax,Carbon tax,Abolished,Newfoundland and Labrador,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_CA_NL,Newfoundland and Labrador PSS,ETS,Implemented,Newfoundland and Labrador,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
Tax_CA_NT,Northwest Territories carbon tax,Carbon tax,Abolished,Northwest Territories,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2005,0.0006553549327369,86.97302255,1135.39462,1816.807,24886.953,9504.701,0.0,78897.516,290.1499,3.6050692,225.09149,115624.82345920002,31.315473543427036,4623120.0,15.346580576108266,43279000.0,403096000000.0
ETS_CA_NS,Nova Scotia OBPS,ETS,Implemented,Nova Scotia,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_CA_Ontario,Ontario CaT,ETS,Abolished,Ontario,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_CA_Ontario2,Ontario EPS,ETS,Implemented,Ontario,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_US_Oregon,Oregon ETS,ETS,Implemented,Oregon,North America,High income,2005,0.0,,0.0,21462.967,37929.918,20127.137,7482.6743,2421.9248,163.53976,6.8077793,767.1835,90362.15213929999,88.0014697717845,295716666.0,19.504912347792956,6126903300.0,17486326000000.0
Tax_PL,Poland carbon tax,Carbon tax,Implemented,Poland,Europe & Central Asia,High income,2005,0.0023910330428217,0.068297529,,16813.994,6992.0054,3732.1855,0.0,155.19379,9.518929,0.0,123.83809,27826.735709000004,98.96304470629418,38124377.0,17.456364478004666,322576860.0,727929312500.0
Tax_PT,Portugal carbon tax,Carbon tax,Implemented,Portugal,Europe & Central Asia,High income,2005,0.0,,,3693.8171,18327.084,4082.4363,0.0,1210.8684,453.7877,0.97258496,512.35394,28281.32002496,92.29886503516174,10502993.0,16.167170917339398,69639784.0,295075468750.0
Tax_CA_PE,Prince Edward Island carbon tax,Carbon tax,Abolished,Prince Edward Island,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_CA_Quebec,Quebec CaT,ETS,Implemented,Quebec,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_RGGI,RGGI,ETS,Implemented,RGGI,North America,High income,2005,0.0,,,21462.967,37929.918,20127.137,7482.6743,2421.9248,163.53976,6.8077793,767.1835,90362.15213929999,88.0014697717845,295716666.0,19.504912347792956,6126903300.0,17486326000000.0
ETS_JP_Saitama,Saitama ETS,ETS,Implemented,Saitama,East Asia & Pacific,High income,2005,0.0,,,10435.302,24130.68,6467.5015,6158.365,1629.9994,40.139744,34.257244,529.8021,49426.046988,83.01995810015394,127913331.0,18.666863498802392,1286412300.0,5747211000000.0
ETS_CA_SK,Saskatchewan OBPS,ETS,Abolished,Saskatchewan,North America,High income,2005,0.0,,,10738.409,38504.953,27001.012,7573.9,29993.654,129.88794,1.408714,881.9518,114825.17645399999,66.40039785224644,32440172.0,17.294908120119583,570396100.0,1681657250000.0
ETS_CN_Shanghai,Shanghai pilot ETS,ETS,Implemented,Shanghai,East Asia & Pacific,Upper middle income,2005,0.0,,,11759.38,2930.0823,358.5812,108.936424,814.6778,3.993311,0.17236777,12.695348,15988.518750769997,94.1178087512034,1310027135.0,20.993313688448747,5881990700.0,9837373000000.0
ETS_CN_Shenzhen,Shenzhen pilot ETS,ETS,Implemented,Shenzhen,East Asia & Pacific,Upper middle income,2005,0.0,,,11759.38,2930.0823,358.5812,108.936424,814.6778,3.993311,0.17236777,12.695348,15988.518750769997,94.1178087512034,1310027135.0,20.993313688448747,5881990700.0,9837373000000.0
Tax_SG,Singapore carbon tax,Carbon tax,Implemented,Singapore,East Asia & Pacific,High income,2005,0.0,,,22.887465,112179.09,14492.41,0.0,0.0,0.0,0.0,349.70868,127044.096145,99.7247344106405,4268363.0,15.266741173615323,39600000.0,298176687500.0
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2005,0.0002960978470859,0.0,58.0176,8839.036,15245.718,5400.546,7920.82,4659.0684,0.0,0.0,172.14053,42237.328929999996,69.8086284027715,1996915.0,14.507114548418633,16941976.0,61925109375.0
Tax_ZA,South Africa carbon tax,Carbon tax,Implemented,South Africa,Sub-Saharan Africa,Upper middle income,2005,0.0,,,18796.994,6025.8354,698.2203,613.388,72.34757,0.6518092,0.9233964,26.85515,26235.2156256,97.27783474017599,49490041.0,17.717282035584002,416204860.0,700113750000.0
Tax_ES,Spain carbon tax,Carbon tax,Implemented,Spain,Europe & Central Asia,High income,2005,0.0,,,5427.03,20615.768,7894.185,3518.6228,1092.908,1294.954,2.5072305,188.59955,40034.5745805,84.76918602384748,43958883.0,17.59876530046225,367447070.0,1578320375000.0
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2005,0.0006873374608571,128.8039632,3251.830627,3545.5076,21805.352,972.03455,21640.12,21554.562,279.6428,0.59540206,2592.0542,72389.86855206001,36.36267709350734,9029771.0,16.01603767590497,53787480.0,433898906250.0
Tax_CH,Switzerland carbon tax,Carbon tax,Implemented,Switzerland,Europe & Central Asia,High income,2005,0.0,,,225.75586,20215.213,4354.7705,8384.079,11296.196,2.8936875,7.5959296,427.21683,44913.7208071,55.207493199005384,7431824.0,15.821282012374038,45776116.0,416938593750.0
ETS_CH,Switzerland ETS,ETS,Implemented,Switzerland,Europe & Central Asia,High income,2005,0.0,,,225.75586,20215.213,4354.7705,8384.079,11296.196,2.8936875,7.5959296,427.21683,44913.7208071,55.207493199005384,7431824.0,15.821282012374038,45776116.0,416938593750.0
Tax_MX_TA,Tamaulipas carbon tax,Carbon tax,Implemented,Tamaulipas,Latin America & Caribbean,Upper middle income,2005,0.0,,,1261.0115,11594.16,4981.7207,274.50177,703.9665,0.4827005,0.2286476,240.33064,19056.4024581,93.60052213012725,105811504.0,18.477169814387544,463435520.0,1914349125000.0
ETS_CN_Tianjin,Tianjin pilot ETS,ETS,Implemented,Tianjin,East Asia & Pacific,Upper middle income,2005,0.0,,,11759.38,2930.0823,358.5812,108.936424,814.6778,3.993311,0.17236777,12.695348,15988.518750769997,94.1178087512034,1310027135.0,20.993313688448747,5881990700.0,9837373000000.0
ETS_JP_Tokyo,Tokyo CaT,ETS,Implemented,Tokyo,East Asia & Pacific,High income,2005,0.0,,,10435.302,24130.68,6467.5015,6158.365,1629.9994,40.139744,34.257244,529.8021,49426.046988,83.01995810015394,127913331.0,18.666863498802392,1286412300.0,5747211000000.0
Tax_UA,Ukraine carbon tax,Carbon tax,Implemented,Ukraine,Europe & Central Asia,Upper middle income,2005,0.0,,,9115.476,3577.3503,15175.016,5013.9453,698.40247,2.1466708,0.0,0.0,33582.336740800005,82.98363069578382,47585558.0,17.678039890818972,313512500.0,428678125000.0
