Unique ID,Instrument name,Type,Status,Jurisdiction covered,Share of jurisdiction emissions covered,Price on 1 April,2020.0_x,2021.0_x,2022.0_x,2023.0_x,2024.0_x,2025.0_x,Change,Government revenue,2019.0_x,2020.0.1,2021.0.1,2022.0.1,2023.0.1,2024.0.1,Change.1,Gases covered,Electricity and heat,Industry,Mining and extractives,Transport,Aviation,Buildings,"Agriculture, forestry and fishing fuel use",Agricultural emissions,Waste,LULUCF,Fuels covered,Allocation approaches,Price or market management,Point of Regulation,Offset eligibility,Description,Recent developments,Coverage,Pricing and allocation,Compliance,Relation to other instruments,Name of the initiative,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0_y,2020.0_y,2021.0_y,2022.0_y,2023.0_y,2024.0_y,2025.0_y,Unique ID_price,Name of the initiative_price,Instrument Type,Region,Income group,Metric,1990.0_price,1991.0_price,1992.0_price,1993.0_price,1994.0_price,1995.0_price,1996.0_price,1997.0_price,1998.0_price,1999.0_price,2000.0_price,2001.0_price,2002.0_price,2003.0_price,2004.0_price,2005.0_price,2006.0_price,2007.0_price,2008.0_price,2009.0_price,2010.0_price,2011.0_price,2012.0_price,2013.0_price,2014.0_price,2015.0_price,2016.0_price,2017.0_price,2018.0_price,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,Jurisdiction,Status_revenue,Type_revenue,Country income group,Metric_revenue,1990.0_revenue,1991.0_revenue,1992.0_revenue,1993.0_revenue,1994.0_revenue,1995.0_revenue,1996.0_revenue,1997.0_revenue,1998.0_revenue,1999.0_revenue,2000.0_revenue,2001.0_revenue,2002.0_revenue,2003.0_revenue,2004.0_revenue,2005.0_revenue,2006.0_revenue,2007.0_revenue,2008.0_revenue,2009.0_revenue,2010.0_revenue,2011.0_revenue,2012.0_revenue,2013.0_revenue,2014.0_revenue,2015.0_revenue,2016.0_revenue,2017.0_revenue,2018.0_revenue,2019.0_revenue,2020.0_revenue,2021.0_revenue,2022.0_revenue,2023.0_revenue,2024.0_revenue
Tax_LI,Liechtenstein carbon tax,Carbon tax,Implemented,Liechtenstein,"72% of jurisdiction emissions, 0.0002% of global emissions",US$136 (Sfr120),99.44064636,101.4745521,129.8560762,130.8115768,132.122213,136.0389978,0.368042172,US$9 million (2024) (Sfr8 million),4.244922889,6.344012245,6.907361366,4.739938564,5.050224763,9.155570351,1.156828425,CO2,In principle,Yes,Yes,Yes,No,Yes,No,No,No,No,"Diesel, Other oil products, Gasoline, Kerosene, LPG, Natural gas, Coal",Set price,The price is set by the Government ,Upstream,"Yes, with quantitative limits",,,,,,,Liechtenstein carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235535423163577e-06,4.028929949662548e-06,3.598812001767044e-06,3.296510315782192e-06,3.389819453546101e-06,3.423062254908022e-06,2.9429586076572945e-06,2.9355274078822565e-06,2.759148561689991e-06,2.8003823541324205e-06,2.5680622670001457e-06,2.639701504959411e-06,2.641922590231768e-06,2.5690138384802773e-06,2.327557137329459e-06,2.202288830331056e-06,2.202288830331056e-06,2.202288830331056e-06,Tax_LI,Liechtenstein carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,11.91895113,21.03786816,34.21077639,39.01593151,39.86269516,37.81115429,40.76548522,37.17472119,87.58210823,83.91608392,100.3344482,96.46302251,99.44064636,101.4745521,129.8560762,130.8115768,132.122213,136.0389978,Liechtenstein,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,0.985998817,0.922253989,2.80557374,3.546099291,4.186728072,3.174939147,5.636978579,4.245833776,4.890690752,5.047976637,4.020530368,4.244922889,6.344012245,6.907361366,4.739938564,5.050224763,9.155570351
Tax_LU,Luxembourg carbon tax,Carbon tax,Implemented,Luxembourg,"72% of jurisdiction emissions, 0.0107% of global emissions",US$59 (€54),,40.124336,43.345944,45.00075,49.907607,58.546476,0.459126352,US$303 million (2024) (€282 million),,,259.19004,270.61215,294.675054,303.150834,0.169608346,CO2,No,Yes,Yes,Yes,No,Yes,No,No,No,No,"Diesel, Other oil products, Gasoline, Kerosene, LPG, Natural gas, Coal",Set price,Set price trajectory,Upstream,Not permitted,,,,,,,Luxembourg carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001285632134595,0.0001125839904792,0.00010686447548,0.00010686447548,0.00010686447548,Tax_LU,Luxembourg carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.124336,43.345944,45.00075,49.907607,58.546476,Luxembourg,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.19004,270.61215,294.675054,303.150834
ETS_US_MA,Massachusetts ETS,ETS,Implemented,Massachusetts,"9% of jurisdiction emissions, 0.0106% of global emissions",US$9 (US$9),8.198567,6.5,0.5,12.05,2.25,9.3,0.134344575,US$19 million (2024) (US$19 million),8.41975666,15.77973875,44.25823375,53.7654864,41.42299035,19.24632685,1.285853099,CO2,Yes,No,No,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Auctioning,None (state-level quarterly auctions),Point Source,Not permitted,"The ETS, called the Massachusetts Limits on Emissions from Electricity Generators (regulation “310 CMR 7.74”), began operating in 2018. It covers around 8% of the state’s CO2 emissions, all from the power sector. Under this regulation, covered entities must surrender allowances for all of their covered emissions. 
 
Since 2021, 100% of allowances have been allocated in quarterly auctions. Since 2022, future vintage allowances have also been sold in the regular auctions.
 ",In 2024 Massachussetts Department of Environmental Protection (MasDEP) opened a proposal to increase the minimum auction reserve price from its current level of $0.50.,The Massachusetts ETS applies to CO2 emissions from the power sector.,Auctioning,Annual,"The program complements the Regional Greenhous Gas Initiative (RGGI): electricity generators in the state must comply (i.e., hold and surrender allowances) with both RGGI and the Massachusetts program. ",Massachusetts ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ETS_US_MA,Massachusetts ETS,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.198567,6.5,0.5,12.05,2.25,9.3,Massachusetts,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92931089,8.41975666,15.77973875,44.25823375,53.7654864,41.42299035,19.24632685
Tax_MX,Mexico carbon tax,Carbon tax,Implemented,Mexico,"29% of jurisdiction emissions, 0.3899% of global emissions",US$4 (MXN80),2.334344628,2.890222937,3.196554986,3.789652385,4.305144789,3.942786131,0.689033438,"US$411 million (2024) (MXN7,552 million)",270.140702,206.0260086,311.4768825,211.2679512,460.2936542,410.6483521,0.520127656,CO2 ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,"Coal; Diesel; Gasoline; Kerosene; Other oil products (fuel oil, coke, crude oil, etc); LPG; Jet fuel",Set price,The price is set by the Government ,Upstream,"Yes, unlimited",,,,,,,Mexico carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040455921984516,0.0041158679374952,0.004156592485684,0.0041245944096108,0.0039045255016036,0.0039484499354558,0.0015898707770638,0.0015837855854448,0.0016114112724864,0.0016376320102139,0.0016376320102139,0.0016806568249321,Tax_MX,Mexico carbon tax,Carbon tax,Latin America & Caribbean,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,3.115361951,2.777923866,2.645352818,2.902568513,2.888936128,2.334344628,2.890222937,3.196554986,3.789652385,4.305144789,3.942786131,Mexico,Implemented,Carbon tax,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,746.1131901,484.5750781,452.1109837,631.6526832,298.6499924,270.140702,206.0260086,311.4768825,211.2679512,460.2936542,410.6483521
ETS_MX,Mexico ETS,ETS,Implemented,Mexico,"36% of jurisdiction emissions, 0.4840% of global emissions",US$0 (MXN0),,,,,,,,US$ million (2024) (MXN million),,,,,,,,CO2,Yes,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Grandfathering),,Point Source,"Yes, with quantitative limit","The Mexico ETS, the first in Latin America, started in January 2020. It covers direct CO2 emissions from fixed sources in the energy and industry sectors emitting at least 100,000 tCO2 per year, representing around 40% of national GHG emissions and 90% of emissions reported in the National Emissions Registry (RENE).  Under the Mexico ETS, participating entities must surrender allowances for all of their covered emissions. Allowances are allocated through grandparenting based on historical emissions, which are verified annually.

The Mexican ETS started with a Pilot Program with two phases: a pilot phase between 2020 and 2021, and a transition phase in 2022.","SEMARNAT prepared a draft regulation, and met with industry stakeholders to understand their opinion on the next phase of the Mexico ETS.","Installations in the power and industry sectors with annual direct emissions from stationary sources of at least 100,000 tCO2. 
",Free allocation (Grandfathering),Annual ,"The Mexico ETS is not linked with any other system, though the General Law of Climate Change provides for linkages with other systems. 
Various cooperation activities have taken place in recent years. Mexico signed a Memorandum of Understanding with California in 2014 and with Québec in 2015 that includes cooperation on emissions trading. In August 2016, Mexico, Québec, and Ontario issued a joint declaration on carbon markets collaboration. Additionally, in December 2017, Mexico – together with four countries and seven subnational governments – issued the Paris Declaration on Carbon Pricing in the Americas for carbon pricing implementation, which creates a platform for cooperation in the region.",Mexico ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052212504993885,0.0052012662904593,0.0052919910426484,0.0053781018397829,0.0053781018397829,0.0048402916558046,ETS_MX,Mexico ETS,ETS,Latin America & Caribbean,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Mexico,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,
ETS_MO,Montenegro ETS,ETS,Implemented,Montenegro,"43% of jurisdiction emissions, 0.0001% of global emissions",US$26 (€24),,,,,25.7976,25.8912,0.003628244,US$14 million (2024) (€13 million),,,,,10.061916,13.80456606,0.371961966,CO2,Yes,Yes,Yes,No,No,No,No,No,No,No,Diesel; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Grandfathering), Free allocation (Fixed Benchmarking), Auctioning","None (about 19% auctions, min price around EUR 24)",Point Source,Not permitted,"The “Decree on Activities for which a GHG Permit is Issued” (ETS Decree), was adopted in February 2020. This regulation establishes a national ETS covering emissions from the industrial and power sectors. It includes provisions for banking allowances, a minimum reserve price of EUR 24 (USD 26.08), and a linear reduction factor for the emissions cap of 1.5% annually in the period from 2020 to 2030.  
  
The ETS formally began operations in February 2020 and applies to three installations: the Pljevlja coal plant, the KAP aluminium plant, and the Tosčelik steel mill. Covered entities must surrender allowances for all their covered emissions, and allocation is based on auctions or free allocation. They received 100% of their allowances for free in 2020 and 2021. For 2022, 64% of all allowances were auctioned. ","The operation of the Montenegro ETS was negatively affected by several changes of government in the past two years, which caused major delays in the adoption of the yearly allocation plan. In addition, two of the three covered installations shut down their operations in 2022 in response to rapidly rising energy prices. This is still the case as of January 2024, leaving the Pljevlja coal plant as the only operational covered entity.  
 
The Montenegro government set up a working group in mid-2022 to review the country’s climate legislation, including the ETS. This work was concluded in December 2024 and sent to the Legislative Secretariat for its opinion.","Industries listed under Appendix 1 of the “ETS Decree must participate in the system. These include power plants, oil refineries, coke production, the production or processing of iron and steel, non-ferrous metals, cement clinker, glass, ceramic products, and paper (pulp). As of 2023, 3 entities were covered by the scheme, with only 1 entity continuing operations. ","Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning",Annual,Montenegro has been an EU candidate country since 2010. It is required to bring its environmental and climate policy in line with the EU as part of accession talks that began in late 2018. Having an established national ETS helps to ensure that Montenegro has the climate policy framework in place to take part in the EU ETS should it join the EU. ,Montenegro ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2229092413489864e-06,1.2080557374884455e-06,1.2080557374884455e-06,1.2097106083617174e-06,ETS_MO,Montenegro ETS,ETS,Europe & Central Asia,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7976,25.8912,Montenegro,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.061916,13.80456606
Tax_NL,Netherlands carbon tax,Carbon tax,Implemented,Netherlands,"45% of jurisdiction emissions, 0.1281% of global emissions",US$95 (€88),,35.238,46.1421,60.83475,71.48085,94.82652,1.691030138,US$0 million (2024) (€0 million),,,,,,,,"CO2, N2O",Yes,Yes,Yes,No,No,No,No,No,No,No,"Diesel, Other oil products, Gasoline, Kerosene, LPG, Natural gas, Waste as fuel, Jet fuel, Coal",Set price,Set price trajectory,Point source,Not permitted,,,,,,,Netherlands carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.388076580616702e-05,3.101218081755186e-05,2.8462430349382526e-05,2.8462430349382526e-05,2.84624303493828e-05,Tax_NL,Netherlands carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.238,46.1421,60.83475,71.48085,94.82652,Netherlands,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0
Tax_CA_NB,New Brunswick carbon tax,Carbon tax,Abolished,New Brunswick,,,21.10149821,31.8344608,39.96163683,48.03073967,,,,,,91.20927502,99.84670002,124.1657613,,,,,,,,,,,,,,,,,,,,,,,,,,New Brunswick carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001783987016117,0.0001861604230782,0.0001847267569309,0.0001812583399449,0.0,0.0,Tax_CA_NB,New Brunswick carbon tax,Carbon tax,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.10149821,31.8344608,39.96163683,48.03073967,,,New Brunswick,Abolished,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.20927502,99.84670002,124.1657613,,
ETS_CA_NB,New Brunswick OBPS,ETS,Implemented,New Brunswick,"54% of jurisdiction emissions, 0.0122% of global emissions",US$66 (CAN$95),,,39.96163683,48.03073967,58.94488653,66.21131865,0.656872038,US$0 million (2024) (CAN$0 million),,,,,,,,"CO2, CH4, N2O, SF6, HFCs, PFCs",Yes,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Intensity-based),None (set carbon price path),Point Source,Not permitted,"New Brunswick transitioned large industrial emitters from the federal output-based pricing system (OBPS) to a provincial OBPS from January 2021. It is an intensity-based ETS in which each covered entity must surrender compliance units for emissions that exceed the facility’s annual emissions limit. The annual emissions limits are based on emissions intensity benchmarks, which are derived from historical emissions data. The system applies to the same sectors and gases as the federal system, and follows the same price trajectory, rising CAD 15 (USD 11.11) each year until 2030, resulting in a price of CAD 170 (USD 125.93) per tCO2e in 2030.   
","A list of projects awarded funding from the Climate Change Fund were announced in 2024
"," Coverage is mandatory for facilities with emissions exceeding 50,000 tCO2e/year. Smaller emitters (exceeding 10,000 tCO2e/year) may also be covered by the system, on an opt-in basis.",Baselines (Intensity-based),Annual,"The New Brunswick OBPS is not linked with any other system. However, covered facilities can become eligible for certain exemptions from the Canada federal fuel charge.  
",New Brunswick OBPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001210042750008,0.000120072392005,0.0001178179209642,0.0001178179209642,0.0001223493794628,ETS_CA_NB,New Brunswick OBPS,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.96163683,48.03073967,58.94488653,66.21131865,New Brunswick,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETS_NZ,New Zealand ETS,ETS,Implemented,New Zealand,"44% of jurisdiction emissions, 0.0700% of global emissions",US$32 (NZ$56),14.304,25.75989,52.6224,34.19875,35.105,32.007124,1.237634508,US$293 million (2024) (NZ$481 million),281.6064631,149.2341828,1664.77979,1280.882844,21.09215396,293.3856903,0.041828682,"CO2, CH4, N2O, HFCs, SF6, PFCs",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Jet fuel; Coal,"Free allocation (Intensity-based), Auctioning",Auction floor + cost containment reserve,Upstream + point source,No,"The New Zealand Emissions Trading Scheme (NZ ETS) was launched in 2008 and covers roughly half of the country's emissions. Covered entities must surrender allowances for all their reported emissions.  

The NZ ETS was originally designed to operate without a specific hard domestic cap as this accommodated carbon sequestration from forestry activities and a full link to the international Kyoto Protocol carbon markets, but in 2015 the allowance supply was restricted to NZUs. The NZ ETS was originally conceived as a nested system under the Kyoto Protocol, with full links to international carbon markets. However, as of June 1 2015, the NZ ETS became a domestic-only system. In 2024, the cap is 27.9 MtCO2e. 

Extensive legislative reforms of the NZ ETS were implemented in 2020.","In 2024 legislation to include agricultural emissions in the NZ ETS was repealed, and the government instead plans to price agricultural emissions through a different mechanism no later than 2030. A report on the latest science related to biogenic methane was delivered to ministers in December 2024, for consideration by the Climate Change Commission in 2025. The cap was reduced from 27.9 million in 2024 to 19.1 million in 2025. The auction reserve price floor for 2025 is set at NZD 69, with a first CCR trigger price of NZD 193.","The NZ ETS applies to GHG emissions (CO2, CH4, N2O, SF6, HFCs and PFCs) from the industry, power, waste, transport and forestry sectors and includes industrial process emissions. The agriculture sector needs to report its emissions but has no allowance surrendering obligations.","Free allocation (Intensity-based), Auctioning  
",Annual,"The NZ ETS is not linked with any other system.  

Until June 2015, the NZ ETS was indirectly linked to other systems (e.g., the EU ETS) via the international Kyoto Protocol flexible mechanisms. Since then, the NZ ETS has been an exclusively domestic system. ",New Zealand ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009428409037718,0.0009284451372482,0.000887475966261,0.000856882563655,0.0008721214188757,0.0008459191269289,0.0008550237139639,0.0008460448851895,0.0008396156501138,0.000838463753718,0.0008159346352144,0.0008203810201214,0.0008249615436815,0.000787107450294,0.0007702089297649,0.0007631865322502,0.0007631865322502,0.0006995876545626,ETS_NZ,New Zealand ETS,ETS,East Asia & Pacific,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,0.0,0.0,12.43725,15.37018,5.7211,1.6738,2.68894,4.93152,0.0,12.51389,15.090285,17.53254,14.304,25.75989,52.6224,34.19875,35.105,32.007124,New Zealand,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.341760325,1.446852375,3.866e-05,0.0004599,0.000305505,0.00028512,0.0703296,0.769266068,281.6064631,149.2341828,1664.77979,1280.882844,21.09215396,293.3856903
Tax_CA_NL,Newfoundland and Labrador carbon tax,Carbon tax,Abolished,Newfoundland and Labrador,,,14.06766547,23.8758456,39.96163683,48.03073967,,,,,44.26052571,42.81626064,79.26416008,84.86981996,26.43504532,,-0.402739916,,,,,,,,,,,,,,,,,,,,,,,Newfoundland and Labrador carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000100821932481,8.384738975750916e-05,7.564706358628896e-05,7.506448737369561e-05,7.365508167971063e-05,0.0,0.0,Tax_CA_NL,Newfoundland and Labrador carbon tax,Carbon tax,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99587613,14.06766547,23.8758456,39.96163683,48.03073967,,,Newfoundland and Labrador,Abolished,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.26052571,42.81626064,79.26416008,84.86981996,26.43504532,
ETS_CA_NL,Newfoundland and Labrador PSS,ETS,Implemented,Newfoundland and Labrador,"36% of jurisdiction emissions, 0.0056% of global emissions",US$66 (CAN$95),,23.8758456,39.96163683,48.03073967,58.94488653,66.21131865,1.773150729,US$0 million (2024) (CAN$1 million),,,0.043375827,0.130249884,0.140332326,0.437765763,9x,"CO2, CH4, N2O, SF6, HFCs, PFCs",Yes,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Intensity-based),None (set carbon price path),Point Source,Not permitted,"Newfoundland and Labrador’s Performance Standards System (PSS) came into effect in 2019. It is an intensity-based ETS for large industrial emitters, in which each covered entity must surrender compliance units for emissions that exceed each facility’s annual emissions limit. Each facility’s annual emissions limit is based on a combination of historical emission intensity, actual production activity data, and an annually decreasing reduction factor. Special provisions are in place for offshore petroleum facilities which must reduce emissions by an equivalent percentage in absolute terms (regardless of production). The system applies to the same sectors and GHGs as the federal Canadian system, and follows the same price trajectory, rising CAD 15 (USD 11.11) each year until 2030, resulting in a price of CAD 170 (USD 125) per tCO2e in 2030.  
","In line with the federal OBPS pricing trajectory, the 2024 price was CAD 80 (USD 58.42) per tCO2e and increased to CAD 95 (USD 69.38) per tCO2e in 2025 .","The mandatory inclusion threshold is set lower than in the Canadian federal system, applying to facilities in covered sectors with emissions exceeding 25,000 tCO2e/year and with a voluntary opt-in option for smaller emitters (emitting any amount greater than 15 tCO2e/year). 
",Baselines (Intensity-based),Annual,"The Newfoundland and Labrador PSS is not linked with any other system. However, covered facilities can become eligible for certain exemptions from the Canada federal fuel charge.  ",Newfoundland and Labrador PSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.151560498470996e-05,6.779150661245422e-05,6.116145566551023e-05,6.0690436600009215e-05,5.955091710274477e-05,5.955091710274477e-05,5.6416658307863466e-05,ETS_CA_NL,Newfoundland and Labrador PSS,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8758456,39.96163683,48.03073967,58.94488653,66.21131865,Newfoundland and Labrador,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043375827,0.130249884,0.140332326,0.437765763
Tax_CA_NT,Northwest Territories carbon tax,Carbon tax,Abolished,Northwest Territories,,,14.06766547,23.8758456,31.96930946,48.03073967,58.94488653,,3x,,5.335283651,13.91253302,26.14168146,34.11551296,43.80664653,54.57733616,9x,,,,,,,,,,,,,,,,,,,,,,,Northwest Territories carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0749426723380715e-05,1.8488592712487512e-05,1.915901020847308e-05,1.901146206747277e-05,1.865450415266704e-05,1.865450415266704e-05,0.0,Tax_CA_NT,Northwest Territories carbon tax,Carbon tax,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06766547,23.8758456,31.96930946,48.03073967,58.94488653,,Northwest Territories,Abolished,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.335283651,13.91253302,26.14168146,34.11551296,43.80664653,54.57733616
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,"65% of jurisdiction emissions, 0.0696% of global emissions","US$134 (NOK1,405)",63.27639752,80.35284871,96.30561592,94.49089451,107.7835515,133.9204865,1.116436646,"US$1,605 million (2024) (NOK17,080 million)",1659.323146,1558.32545,1746.083475,1897.208951,1466.781788,1605.429133,-0.032479516,"CO2, N2O, CH4, HFCs, PFCs, SF6",In principle,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Waste as fuel; Jet fuel,Set price,The price is set yearly by the Norwegian Parliament. The government has also announced a plan to increase prices towards 2030. ,Upstream,Not permitted,,,,,,,Norway carbon tax,0.0,0.0010159771686177,0.0010123606361443,0.0010626019973142,0.001099,0.0010619066039669,0.0010519411745272,0.0010893161879058,0.0011142940444055,0.0011357505966105,0.0010219888503973,0.0010301413990898,0.0010002916488137,0.0010247690052613,0.0009958826245993,0.0006553549327369,0.0006471827348678,0.0006419601313051,0.0006554312757952,0.0006292145070596,0.0006302854120149,0.000597324356256,0.0005730067477474,0.0005706777863607,0.0005657474180593,0.0005772412038565,0.0005681511047294,0.0005583733294233,0.0005427821652732,0.0005254566712042,0.0005345870568228,0.0005182151388615,0.0005083607807936,0.0004942110883554,0.0004942110883554,0.0004390607718867,Tax_NO,Norway carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,99.30826656,115.8107562,112.632234,109.5952706,94.70168315,93.79296167,85.39033896,58.97506166,61.07510311,74.20946308,79.23584659,86.97302255,82.79529054,89.89058937,104.9568338,80.95174203,90.59606191,99.27895938,96.60478106,94.58253227,92.52585528,68.31598619,65.87870568,66.81670301,79.9763414,72.16302548,63.27639752,80.35284871,96.30561592,94.49089451,107.7835515,133.9204865,Norway,Implemented,Carbon tax,High income,US$ millions,,,,,365.0510386,414.6479786,428.9342055,415.1998908,420.970266,876.4201841,766.5814391,691.4979409,877.9131179,968.4590802,1043.822978,1135.39462,1273.548635,1360.741268,1594.434262,1080.118042,1076.189892,1347.616656,1174.101248,1371.131468,1634.682456,1402.437476,1527.102446,1532.252295,1728.072756,1659.323146,1558.32545,1746.083475,1897.208951,1466.781788,1605.429133
